stars,body
"5,0",Çok yüksek kayıt hızı gereksiniminiz yoksa işinizi görür.
"5,0",Gerçekten uygun fiyatlı bir alışveriş oldu
"4,0",Fiyat kalite oranı dengeli
"5,0",Mükemmel performans
"5,0",Orjinal ürün fiyat makul.
"5,0",Güzel alışverişti teşekkür ederim... +++
"5,0",29.9 GB bu arada
"5,0",Teşekkür ederim ürün sonrunsuz elime ulaştı. Ve çok güzel bir paketlemeye sahipti bunun için de ayrıca teşekkür ederim
"5,0",Telefonumla tam uyumlu ve oldukca hızlı
"5,0",Samsung kalitesi kendini belli ediyor.
"5,0",Harika
"5,0",Teşekkürler hızlı kargo orijinal ürün
"5,0",araç kamerası için aldım çok memnunum
"5,0",bence en iyisi
"5,0","Hero 7 için aldım, güzel performans."
"5,0","Hediye aldım, kullanışlı ve ayarında"
"5,0",Hızlı bir micro sd kart arayanlar için.
"5,0",Teşekkürler
"5,0",Ürün gayet hızlı stabil teşekkür ederim
"5,0","Hızlı kargo, orjinal ürün"
"5,0",Hızlı kargo kaliteli ürün
"5,0",Orjinal gayet iyi zamanında kargo
"5,0",Kaliteli ve hızlı
"5,0","çok hızlı kargo, tertemiz f/p ürün."
"5,0",ürün hızlı ve kaliteli.
"4,0",Orjinal
"5,0",Gayet guzel f/p ürünü.
"5,0",Amaca uygun kullanışlı
"5,0",Güzel ürün okuma ve yazma hızı iyi
"5,0",Eken h9r için aldım. Başarılı
"5,0",Araç içi hafıza kartı
"5,0",Okuma yazma hızları gayet iyi
"5,0",güzel
"5,0",note4&sga9pro için kullanıyorum
"5,0",süper kalite
"5,0",good
"5,0",ürün kaliteli orjinal
"5,0",Nice
"5,0",Orjinal ürün ve uygun fiyat
"5,0",Uygun fiyat
"5,0",Fiyat performans gayet iyi
"5,0",Gayet iyi görünüyor herkese tavsiye edebilirim.
"4,0",👍
"5,0",Hiç bir sıkıntı yaşamadım
"5,0",paketleme ve ürun cok iyi
"5,0",kaliteli ürün hızlı kargo
"5,0",Her zaman kaliteli.
"5,0",Ürün hızlı geldi güvenli
"5,0",tavsiye ederim
"5,0",Kesinlikle öneriyorum.
"5,0",Herkese tavsiye ederim
"5,0",Herkes tavsiye ederim
"5,0","Güzel, tavsiye edilir"
"5,0",Orjinal ürün
"5,0","Samsung kalitesini gösteren ve sonuna kadar hakeden sağlam, şık ve en önemlisi de oldukça hızlı bir ürün.."
"5,0",Teşekkürler
"5,0",iyi
"5,0",10 numara 5 yıldız
"5,0",Tam istedigim gibi
"5,0",Kullanışlı
"5,0",Güzel f/p ürünü
"5,0",Ürünü beğendim
"5,0",Harika
"5,0",Yetrnce hızlı
"4,0",5 üzerinden 4
"5,0","Hızlı kargo,orjinal ürün,sağlam paketleme.Ürün performansı 10 üzerinden 10."
"5,0",Nays
"5,0",Teşekkürler
"5,0",Güzel
"5,0",Hos.
"4,0",Güzel ürün
"4,0",iyi ürün
"5,0",Iyi urun
"5,0",Çok güzel
"5,0",Nintendo Switch için satın aldım. Gayet hızlı ve güzel ürün. Teşekkürler
"5,0","Erken tesminat ve Beklentilerim karşıladı ,gayet iyi"
"5,0",Samsung kalitesi hafıza kartlarında 1 numara
"5,0",Ürün kesinlikle orjinal
"5,0",Adaptörlü kutusunda orjinal bir ürün.Tavsiye ederim.
"5,0",Ürün açıklamadaki gibi ve hızlı bir şekilde elime ulaştı. Teşekkürler
"5,0",Gayet görevini yerine getiren bir parça.
"5,0",çok hızlı aktarım özenli paketleme için teşekkürler
"5,0",Hızlı ve kaliteli
"5,0",Olması gerektiği gibi.
"5,0",Bu fiyata en iyisi
"5,0",Fiyat performans super
"5,0",sorunsuz kaliteli
"5,0",Kaliteli bir ürün.
"5,0","sorunsuz, iyi"
"5,0",Samsung markasınin verdiği güven ile Samsung telefonumda kullanmaya başladım.  32 GB telefonum için gayet iyi bir ek alan sağlıyor. Fiyat olarak da piyasa ve Samsung Mağaza fiyatına bakılırsa gayet uygun. Aktarma hızı ise kullanılan cihaz 'ın desteğine ve donanım gücüne bağlı olarak değişiyor. Ben şuana kadar (2-3 haftalık süre) 35 mb/sn hız gördüm. Ve gayet yeterli. Aktarma hızını etkileyen faktörlerden biri ise  aktarılan dosyaların sayısı ve boyutu ile alakalı bir durumdur.Örnek verecek olursam.  1000 dosya 1 gb boyutta ise 10-20 mb/sn aktarım hızına sahip iken 10 dosya 1 gb boyutta ki bir dosya 35 mb/sn aktarım hızını görebiliyor.
"4,0",Nintendo switch ile uyumlu mu?Kullanabilir miyim?
"5,0",KALİTE
"5,0",Ürün orjinal.3 gün içinde geldi.Site Türkiye kaynaklı olduğundan vergi ödemesi Yok . Ürün yazma ve okuma hızı gayet iyi Özellikle kayıt yapmak amacıyla kullanacak arkadaşlara tavsiye ederim.Fiyat uygun ara sıra kampanyalar ile dahada uygun alınabilir
"5,0","Hızı vadettiği şekilde makul düzeyde. İnternet incelemelerinde kendi sınıfı içinde sağlamlık anlamında ön plana çıktığı için tercih etmiştim, sorun yaşamadım. Ürün orjinaldi, zaten tedarikçiye ait garanti etiketine yapışık gelmişti"
"5,0",Özellikle standart kartlardan sonra hız farkını hemen hissedebileceğiniz bir cihaz. Kargo paketi çok koruyucu idi. Amazonun küçük ürünlerde kullandığı standart paketle geldi.
"5,0",Telefon da kullanıyorum. Başarılı bir ürün. Sadece Samsung cihazda formatlamam gerekti. GM 8 de çalışıyor. Memnunum bir seneden fazladır kullanıyorum
"5,0",Arkadaşlar fiyat performans ürünü cihaz hem orijinal hem kaliteli. Tavsiye ederim. Prime üyesiyseniz ve ihtiyacınız varsa kaçırmayın bu fırsatı.
"5,0",Orjinal ve kaliteli ürün. Teşekkürler Amazon.
"5,0",Telefonumda kullanmak üzere satın aldım. Okuma yazma hızları ve fiyat olarak tercih edilesi bir ürün.
"5,0",Kart anlatıldığı gibi geldi. Kargo da hızlı davrandı.
"5,0",Araç kameram için aldım.çok memnunum daha pahalı olanlarına hiç gerek yok sonuçta samsung ....
"5,0",Vadedilen yakın hız veriyor. Hiçbir sorun yok aylar oldu alalı.
"5,0","Yazma hızı vaat edildiği gibi. İhtiyacınız varsa düşünmeden alabilirsiniz, kaliteli ürün."
"5,0","Paketlenmesi çok güzel 👍Sd kart hızlı çalışıyor, okumasında bir sıkıntı yok"
"5,0",Gayet hızlı bir ürün memnun kaldım. Kolay gelsin e teşekkür ederim
"5,0",Güzel
"5,0","Ürün kaliteli, hızlı, sağlam hissi veriyor beğendim."
"5,0","Bir kaç senedir kullanıyorum, bir sıkıntısını görmedim."
"5,0",çok iyi paketlenmiş bir şekilde elime ulaştı sorunsuz çalışıyor
"5,0",Orjinal kaliteli ürün
"5,0",Ürün kaliteli
"5,0",Kargo da zamanında geldi. Telefonlar için ideal micro sd kart.
"5,0","Sıkıntısız ulaştı, kullanıyorum."
"5,0",Güzel bir kart
"5,0",Cep tlf.
"5,0",Piranha marka aksiyon kameram için aldım ve gayet memnun kaldım. Teşekkürler Amazon!
"5,0","Hızlıkargo için teşekkür ederim,  ürün gayet iyi ve hızlı"
"5,0",Ancak Amazon kalitesiyle 1 günde gelmesinden mi bahsedeyim yoksa ürünün fiyatının düşüklüğüne rağmen kargonun ücretsiz olmasından mı ve ya piyasada aynı ürünün 2 katı fiyata satılmasından mı bilemiyorum.
"5,0",Düğme pile ihtiyacım vardı ve Duracelli bu kadar ucuza görünce hemen aldım. Aynen resimde görüldüğü gibi geldi ve güzel paketlenmişti. Siparişi verdikten sonraki gün elime ulaştı. Üstün hizmet ve süper uygun fiyat için teşekkürler Amazon.
"5,0","Masaüstü bilgisayarım her açılışta tarih ve saat ayarlarını sıfırlıyordu biraz araştırdığımda ise BIOS pilinin bitmesinden dolayı olabileceği yazıyordu. Hızlı ve özenli teslimattan dolayı şüphesiz Amazon'u tercih ettim. Çok kısa sürede teslimat gerçekleşti ve her zaman olduğu gibi çok özenilmiş bir paketleme vardı.Ayrıca, bazı araç anahtar pillerinde de 2032 pil olabiliyor. Denediğimde oldu. Duracell'i ise uzun ömürlü olmasından ötürü tercih ettim halen daha bir sıkıntı olmadan kullanıyorum."
"5,0","Market fiyatlarının yarısına geldiği bir zaman aldım. Daha önce çeşitli noname veya yapi/mobilya marketi ürünleri pillerden alıp da randıman alamadığım uzaktan kumanda, baskül gibi cihazların aslında bozuk olmadığını, sadece düzgün bir pile ihtiyaçlarının olduğunu gösterdi. Bu pil ile arabamın kumandası 100m'den rahatça çekebiliyor."
"5,0",4'lü olanın fiyatı gayet avantajlı. Saatçilerden veya başka yerlerden almaya kalksanız çok daha kalitesizi için 5-10 lira arası para istiyorlar. En azından Duracell olanlar çok uzun zaman kullanılabiliyor.
"5,0","Sorunsuz alışveriş.Amazon Prime, uygun fiyat ve başarılı kargolama ile , Türkiye'deki hayran kitlesini giderek genişletiyor."
"5,0",Güzel kargolama ve uygun fiyatlandırma için teşekkürler.
"5,0","Pil ile ilgili ne yazılabilir bilmiyorum ama ben alışveriş sürecinde olumsuz birşey ile karşılaşmadım.Görselde ki piller ile aynısı geldi, cihazlarıma taktım ve sorunsuz kullanıyorum.Ayrıca uygun fiyat ve hızlı kargo için amazona teşekkürler."
"5,0","Ürün orijinal Duracell. Ayrıca çocukları korumak için çift taraflı ambalaj kaplama gelmiş. Gayret güzel. C.tesi sipariş verdim ve pazar günü elime ulaştı, bir Prime ayrıcalığı."
"5,0","Duracell kalitesi , indirimli fiyat."
"4,0",Tartı için aldım uzun süre gidecek gibi
"5,0",Tartı pili de BMW motosiklet anahtarının pili de bu. Hangisi için ne almak gerektiği açık:)
"5,0","Neden kaliteli olduğunu paketini açınca anlıyorsunuz. Koruma üstüne koruma mevcut, performans olarak da daha azını vereceğini düşünmüyorum."
"5,0",Mutfak tartısı ve şeker ölçme aleti için aldın.büyüklüğü 25 kuruş civarı kadar.
"5,0","Fiyatı yüksekçe ancak kalite için değer, akma sızma yok."
"5,0","Ürünü banyo tartısı için aldım. Ürün kargoya verildikten ve teslimat için belirtilen adrese gittiklerinde, teslimat adresini değişrimek istedim. Sorun çıkmadan ertesi günü teslim ettiler. Teşekkür ederim Amazon."
"5,0",Uygun fiyatlı olduğunu görünce iki adet aldım.
"5,0",Araç kumandası için kullanıyorum  kaliteli bir yılda bitmesin diyorsanız kesinlikle alın . Ürün ambalajı çok iyi . Amazon Prime ile kargo hız ve paketlemeyi anlatmaya gerek yok
"5,0",15tl ye 4 paket satin aldim. Pillerin tarihi 2031 olarak geliyor.
"5,0",Ürünü Perşembe 17.00 gibi sipariş verdim ertesi gün 12.00 de elimde idi. İnanılmaz hızlı bir şekilde gönderildi. Amazon.com.tr a teşekkürler. Ürün duracell kalitesi  belli
"5,0",Ürünün kalitesine diyeceğim yok ancak Amazon'un uzak iller için kargo sorununa çözüm bulması gerekiyor. 6 Şubat'ta verdiğim sipariş 11 Şubat'ta elime ulaştı. Güya Prime üyesiyim.
"5,0",KALİTELİ ÜRÜN HIZLI KARGO TEŞEKKÜRLER ÜRÜNÜ TAVSİYE EDERİM
"5,0","Güzel ürün. Güzel paketleme, çok hızlı kargo ve teslimat."
"5,0",Pil deyince Duracell.Tertemiz sıfır koli ile gönderilmesi ise Amazon farkı
"5,0","kendilerini aştılar artık, 12 saatin altına indirdiler sipariş ile teslimat süresini. en ucuzu en hızlı sunuyorlar umarım bozulmaz"
"5,0",Amazin kalitesi ve uygun fiyat. Dün öğlene doğru sipariş verdim ücretsiz kargo olmasına rağmen ertesi sabah geldi muazzam
"5,0","hızlı kargo,vag grubu araç anahtarlarının hepsine uyuyor,anahtarcıda dandik pil taktırmak yerine bunu takın daha iyi"
"5,0",Memnun kaldım. Arabamın anahtar pilini değiştirmek için aldım. Sıkıntı yaşamadım.
"5,0","Fiyat olarak diğer yerlere göre iyiydi, duracell kalitesi...."
"5,0",farklı numaralar farklı ebatları simgeliyor. yanlış numara alırsanız istediğiniz yere olmayabilir
"5,0",Kaliteli ürün !
"5,0",ARABA KAPISININ KUMANDASI İÇİN ALDIM. HER EVDE YEDEK OLARAK OLMALI. FİYAT UYGUN. TAVSİYE EDERİM.
"5,0",Hatta en iyidir.
"5,0","Güzel son kullanma tarihi 2029 ürün hızlı gönderim, ve hediyeniz için teşekkür ederim"
"5,0",Anakart ve tartı için aldım. Herhangi bir sıkıntı yaratmadı ve çok kaliteli duruyor. Uzun süre gidicek gibi.
"5,0",Dışarda markasız pillerin tanesine 10 lira istiyorlar. Düşünmeden alınır. Orijinal ve taze.
"5,0",Pil deyince mutlaka DURACELL.
"5,0",Araba anahtarı için aldım gayet güzel.
"5,0","Amazonda com da  hız, kalite ve müşteri memnuniyeti muhteşem. Teşekkürler"
"5,0",Uygun fiyat ve çok hızlı gönderim.
"5,0",duracell kalitesi tavsiye ederim.
"5,0",Duracell uzun ömürlü olduğu için bu ürünü tercih ediyorum.
"5,0",Ürün beklenildiği gibi. Görevini tam anlamıyla yerine getiriyor. Uzun süreli ve dayanıklı.
"5,0",kalite
"2,0",43.86 TL aldığım ürün 1 saat sonra 33.90 TL oldu nasıl oluyor bu iş anlamadım.
"5,0",Araç uzaktan kumandasını taktım. 200 m den alıyor.
"5,0",Fotoğrafta görünen ürün elime ulaştı. Paketlemeside güzel yapılarak kargoya verilmiş.
"5,0",BIOS pili değişimi için sipariş verdim. Bildiğimiz Duracell kalitesi.
"5,0",Kargo çok iyi paketlenmişti ve tahmin edilen günden daha önce geldi.Fiyat piyasa fiyatlarının çok altındaydı.Çok teşekkür ediyorum..
"5,0","Ürün kalitesi zaten belli,hızlı teslimat için teşekkürler :)"
"5,0",Güzel
"5,0",Herşey Yolunda ve zamanında. AGT Kargoya ayrıca teşekkürler.
"5,0",Hızlı teslimat yapıldı.ürünler orjinal görünüyor Son kullanma tarihi 2031.
"5,0",SUPER
"5,0",Durcell kalitesi. Kargolama harika
"5,0","Fiyat,performans harika."
"5,0",Tabii ki duracellAkmaz uzun vadeli kullanim
"5,0",Thanks
"4,0",teşekkürler
"5,0",uygun fiyatlı görünce hemen aldım.
"5,0","Güzel paketleme, hızlı kargo ve orjinal ürün teşekkürler"
"5,0",Çok güzel
"5,0",👍
"5,0",Kaliteli
"5,0",Hangi marka aldıysam uzun ömürlü olmadı ama bunlar baya bir süre hem akort aletlerinde hem enstrümanlarım da iş görüyor...
"5,0","indirim görürseniz direkt alabilirsiniz, biraz tuzlu gelebilir, daha fazla sorusu olanlar ulaşabilir. IG/muhendismuratt"
"5,0",Duracell kalitesi çok iyi teslimat. Aracımın kumanda pilini değiştirdim kalite çok fark ediyor. Çok memnunum.
"5,0","Kargo firması Hızlı teslimat yapıyor, ürün kalitesi süper"
"5,0",Kaliteli
"5,0",Ufacık bir ürün ama paketleme mükemmeldi.Gercekten özenle paketleme yapılmış.Paketlemeyi yapanlara teşekkür ederim.Hizli kargo icinde teşekkürler.
"5,0",Ürün zaten duracell pil diye aldım. Bunun için bir şey yazmaya gerek yok. Duracelli bilen bilir diyorum.
"5,0",siparişten 2 gün sonra elime geçti. Ürün güzel ve amazon garantisinde. Fiyatıda çok makul.
"5,0",BIOS pili için aldım. Artık bunları takar bi 10 yıl unuturum.
"5,0",Uygun fiyatlı kaliteli. Pili aracının kimandasi için aldim.
"5,0","Sabit fiyat yok sürekli değişiyor ,, ucuzdu pahalılandı,, siparişi verdik ucuzladı ,, almadan takip edin"
"5,0",Harika fiyat duracell ürünlerini amazon dışında bi yerden satın almıyorum artık
"5,0",duracellin tadı bi farklı oluyor
"5,0",Ürün güzeldi sıkıntısı yok ve paketlemesi çok iyiydi
"5,0",Ürünü beğendim ama faturam gelmedi lütfen gönderirmisin
"5,0",Kalite
"5,0",çok iyi hesaplı hemde drocell
"5,0",kalitesi belli zaten tartı için aldım uyumlu
"5,0",Güzel ürünler hızlı geldi.
"5,0",Teşekkür ederim
"5,0",kaliteli hızlı hizmet teşekkürler
"5,0",👍
"5,0",Ürün kalitesi yerinde memnunum
"5,0","duraceli zaten anlatmaya gerek yok , kargo çok hızlı fiyat mükemmel alın aldırın"
"5,0",Beklentileri karşıladı
"5,0","Aldığım ürünün satıcısı Amazon’un kendisiydi.  Görselde görülen ürünün birebir aynısı geldi. Pil alırken her zaman Duracell markasının ürünlerini tercih ederim. Uzun bir süreden beri bu pilden kullanmaktayım ve memnunum. Bu pili otomobilimin uzaktan kumandalı anahtarında ve evdeki tartıda (terazi) kullanmak için satın aldım. Ambalajın üzerinde Tavsiye Edilen Tüketim Tarihi 12/2031 ve Duracell Satış ve Dağıtım Ltd.Şti. tarafından ithal edilmiştir yazmaktadır. Pil Çin’de üretilmiştir. Pili piyasaya göre uygun fiyata satın almıştım. Fakat fiyatlar sürekli değişmekte olup, satın aldıktan daha sonra fiyatın, aldığım fiyatın altına da indiğini ve üzerine de çıktığını gördüm.  Bu tür yuvarlak piller küçük ebatlı olmasına rağmen, diğer normal ebattaki pillere göre daha pahalıdır. Bu siparişten ve Amazon’dan son derece memnunum."
"5,0","Aldığım ürünün satıcısı Amazon’un kendisiydi.  Görselde görülen ürünün birebir aynısı geldi. Pil alırken her zaman Duracell markasının ürünlerini tercih ederim. Uzun bir süreden beri bu pilden kullanmaktayım ve memnunum. Bu pili otomobilimin uzaktan kumandalı anahtarında ve evdeki tartıda (terazi) kullanmak için satın aldım. Ambalajın üzerinde Tavsiye Edilen Tüketim Tarihi 12/2031 ve Duracell Satış ve Dağıtım Ltd.Şti. tarafından ithal edilmiştir yazmaktadır. Pil Çin’de üretilmiştir. Pili piyasaya göre uygun fiyata satın almıştım. Fakat fiyatlar sürekli değişmekte olup, satın aldıktan daha sonra fiyatın, aldığım fiyatın altına da indiğini ve üzerine de çıktığını gördüm.  Bu tür yuvarlak piller küçük ebatlı olmasına rağmen, diğer normal ebattaki pillere göre daha pahalıdır. Bu siparişten ve Amazon’dan son derece memnunum."
"5,0",iyi
"5,0",Harika. Son kullanma 2031. Orijinal.
"5,0","Hızlı kargo, 10 yıl saklama süresi var 2031"
"5,0",Tartışılmaz derecede iyi
"5,0",Gayet iyi taktım işini yapıyor
"5,0","Bilgisayarın anakartı için aldım. Eski pilin voltajı 2,2V'a düşmüş. Bunu takmadan önce ölçtüm, 3,2V idi.2030 son kullanma tarihi pil geldi. 10 yıla zaten kim öle kim kala.Başka sitelerden baktım da pil 2 lira kargo 10 lira. 5 adet GP pili 14 liraya buldun mu alacaksın. Hem kaliteli hem ucuz."
"5,0","Anakartların üstündeki bu düğme pil bittiğinde bilgisayarı her kapattığımızda tarih ve saat sıfırlanıyor. Onun için aldım. Uygun fiyat ve hızlı kargoyla memnun oldum. İlanda 5 tane pil var. Bana yanlışlıkla 2 veya 3 tane göndermişlerdi. Durumu belirttiğimde anında iade gerçekleştirildi. Böyle hatalarla çok ender karşılaşırsınız ama öyle bir şey olursa bile Amazon, müşteri memnuniyeti için elinden geleni yapar."
"5,0","Bios pilim bitmişti. Asus Maximus IV Formula Anakart için aldım. Sorunsuz çalıştı. Japonya da üretilmiş. Son kullanma tarihi 2030 yazıyor. Fiyatının üstünde bir ürün. Siparişimde 7 ürün vardı bu ürünü diğerlerini beklemeden göndermişler çabucak elimde oldu. Amazon ve çalıştıkları kargo firması gerçekten çok iyi, çok memnun kaldım. Bundan sonra bir şey lazım olduğunda Amazondan sipariş edeceğim. Çok teşekkür ederim."
