stars,body
"5,0",ekran kartımın işlemcisi oyunlarda 74 derece üzerini görüyordu hatta oyunlarda aşırı ısınma nedeniyle donma oyundan atma kapanma sorunlar çıkıyordu fanları kadar hızlı çalışırsa çalışsın sürekli oluyordu bu yüzden termal macun değişmesi gerektiğine kanaat getirdim dün amazonda termal macunlara bakarken ürüne denk geldim hem fiyatı uygun yorumları bir hayli olumluydu satıcının bizzat amazon olması zaten tercihi yapmamda etkili oldu ben sipariş ettiğimde 14 tane vardı arada kısa bir süre geçtiğinde 2 yi sipariş etmek istediğimde stokların anında tükendiğini gördüm bugün öğlen saatlerinde paket geldi gayet iyi bir şekilde korunaklı kartonun içerisine konulmuştu evet gelen ürün birebir resimdeki kutu ürünle aynı başlıkta yazdığı 2019 edition değil 2019 edition olduğunda karton kutuda değil plastik bir poşetin içerisinde sürmek spatulası birlikte geliyor ama bunun kutusunda 2020 yazıyor yani yeni üretim hiçbir sıkıntısı yok ürünü hemen ekran kartı işlemcisi sıcaklığın arka metal panele iletildiği kısımlara uyguladım kesinlikle kuru değilsürüldüğü yere adeta yapışıyor spatula işlemci üzerine yayarken kesinlikle bir yerde azalma diğer yerde çoğalma olmuyor arada boşluk çizik vs olmuyor sürüldüğü kalıyor tek yapılması gereken soğutucuyu işlemci üzerine tek seferde oturtup vidalamak kesinlikle yerinden oynatmamak soğutucuyu kaldırıp tekrar yerine koymamak gerekiyor bu işlemi yaptıktan sonra aynı oyun sıcaklık testi yaptığımda ekran kartının pervaneleri eskisi 2000 devrin üzerine çıkmadı 1200-1300 otomatik devir aralığında sıcaklık maksimum 66-68 derece arası oldu eskisine nazaran 7-8 derecelik bir düşme gözlemledim takılma oyundan atma vs yok zaman geçtikçe sıcaklık artar aynı kalır deneyip göreceğim bu ürünü gönül rahatlığı alıp uygulamanızı öneririm
"4,0",ürün gayet başarılı fakat üründe iki adet görsel var birtanesi 2019 edition olan paketli versiyonu defalarca belirtmeme rağmen son görseldeki başlıktaki ürün gönderilmedi tekrar iade siparişle uğraşamayacağım geri göndermedim bu başlık yanlışlığı amazona yakışmayan bir hareket fakat 2019 ilk görseldeki arasında teknik hiçbir fark yok ürün yine kaliteli içiniz rahat olsun
"1,0",2019 sürümü diyerek gönderileri ürün 2019 değil fotoğraflarda gösterilenle adı yazan ürün birbirinden farklı
"5,0","kullandıgım ryzen 4800h işlemcili gtx 1660 ti grafik kartlı hp pavillion 15 gaming laptopta ""thermal event"" sonrası kapanmalar başlayınca konuyu araştırmaya başladımgpu değil cpu oldukça yüksek derecelere çıkıyordu makine kendi kendine hibernate moduna geçiş yapıyordu aynı şekilde yük olmadığı durumlarda bile fanlar oldukça hızlı çalışmaktaydı aldığım farklı soğutucular toz temizleme işlemi kar etmedibunun üzerine termal macunlarla ilgili araştırmaları yaparak ürüne ulaştım ürünü amazoncomtr satıcından aldım orjinal ürün olduğunu belirteyimdaha önce termal macun uygulama ihtiyacım olmadığı teknikleri bilmiyordum yine izlediğim videolardan tek nokta 5 nokta 3 paralel şerit çapraz  komple üst yüzeyi sıvama 3 paralel şerit uygulamasının performanslı olduğunu gözlemledimlaptop ilgili olarak cpu/gpu soğutucu sökme videolarını izledim sökme işlemi öncesi fotoğraf çekmeyi ihmal etmedimpili söktükten sonra kısa devreye karşı - dikkat bios resetlenecektir bakır soğutucuyu söktüm mevcut macunları alkolle dezenfektan kullandım temizledim buradaki cpu/gpu üzeri metal soğutucunun macunlardan arınması önemliardından 3 çizgi şeklinde cpu gpu üzerine macunu uyguladım daha önce uygulamadıysanız benim kağıt havlu üzerinde bir deneme yapmanızda fayda var kadar macun cıkıyor gözlemlemiş olursunuz çok fazla macun sürmeden -tek sefer geçişle- işlemi tamamlayın unutmayın ağırlık gelince zaten macun yayılacakburadaki önemli nokta soğutucuyu cpu gpu üzerine tek seferde koymak kaydırmamak oynatmamak macun uzerine soğutucu konulduktan sonra vidaları -genelde 4lü oluyor- çapraz şekilde takın sol üst sağ alt sağ üst sol alt sıkmadan -boarda zarar vermeden- sabitleyinpili geri taktıktan sonra vidaları kapatarak bilgisayarınızı kullanabilirsiniz i̇lk açılışta bios resetlendiği uyarı alabilirsinizbu işlemler sonrası kapanmalar sonlandığı cpu yoğun yükte 90-95 derecelerde geziyor gpu 82-83 derecelere ulaşırken simdi yük altında 72-73 derecelerde çalışmaktaekranım 144 hz 1920*1080 çözünürlükte yüksek grafik ayarlarında 130-135 fps ortalama oynanan bir oyundaki ısı değerleri şekilde gerçekleşirken boştaki fan sesi kesildi kullanım sonrası soğuma süresi kısaldıalmak isteyenlere tavsiye ederim"
"1,0",ürünün yorumları iyi olduğu aldım fakat büyük şırıngada satılan ucuz macun aynı performansı verdi defarlarca farklı şekillerde uyguladım fakat bir sonuç aynı elimdeki xigmatek macunu uyguladığımda sıcaklıklar normale döndü ürün muadillerine kıyasla katı kıvamda olduğu arada hava boşluğu kalıyor olabilir aynı macunu farklı yerden alan arkadaşımda aynı sorun yaşandı
"5,0",ürün orjinal arctic qr check ödül yarışmasına girdim orjinal çıktı sayarızkıvamı gri uygun sulu olmayıp aşırı akışkan değil olması gerektiği ölçüde amd r5 3600 cpu stock soğutucu amd vega 64 blower gpu düz bir spatula çipe kolayca yaydımhwinfo programı ile;sıcaklıklar işlemcide 5 ila 7 derece düştüekran kartında - 10 derece fark edip hotspot sensör sıcaklığına iyi etki yaptıgpu 200wtermal öncesi adi macunla hotspot değeri 105 derece ikenarctic mx-4 termal macun sonrası max 80 dereceben amd adrenalin driver programında manuel 160w watt sınırı hotspot 72 ortalama sıcaklık görünüyorumgpu sıcaklık 60
"5,0",asus rog strix g531 laptop uzun zamandır termal macun bakıyordum thermal grizzly kryonaut iyi diyorlardı internette araştırdım onu alacaktım ancak biraz araştırınca laptoplar yüksek sıcaklıklar uygun olmadığını gördüm aşırı pahalıydı gramı yaklaşık 160 tl ayrıca laptopun işlemci ekran kartının soğutucu temas ettiği yerleri aşındırdığını çizdiğini gösteren birçok konu var internette onun dışında noctua nt-h2 var iyi diyorlardı araştırdım güzel bir macun türkiyede satışı yok yurtdışından geliyor eğer olsaydı onu alacaktım gelelim bizim arctic mx4 macuna yeni serisi var arctic mx5 ancak fiyat olarak arctic mx4’ün 2 katı bir farkı yok bunu aldım 4 gramı 105 tl fiyat olarak uygun sayılır gramı yaklaşık 25 tl kryonautun 1/8 i kadar amazon satıcısından aldım orjinal ürün geldi uygulaması kolay aşırı akışkan değil katı değil kıvamı uygun arctic mx4ten önce işlemci 99 ekran kartı 82 dereceye kadar çıkıyordu termal macunu sürdükten sonra işlemci fazla 95 ekran kartı 75 dereceye kadar çıktı i̇şlemci 9300h ekran kartı 1660ti bazı yorumlarda 20 derece filan düştü yazanlar olmuş benim laptop mümkün değil sıcaklık düşüşleri yine yeterli sayılır belki alacak olanlara fikir oluşturur
"4,0",ürün orijinal arctic mx-4 2019 edition yazan ürünlerin sahte olduğu ortaya çıktığı ben buradan aldım soğutmaya katkısı oldukça yeterli fiyata iyisini bekleyemeyiz sadece kutudan sürme aparatı olan spatula çıkmıyor kutusu basit ayrıca ezik geldi kadar kargo mükemmel sipariş ettiğim günün akşamı agt kurye geldi
"5,0",mx-4 ryzen 3 2200g işlemcimi boşta 28 dereceye kadar indirdi test etmek yük altında denedim sonuç gayet tatmin edici fanın hızlanmasıyla birlikte ısı aniden düşüyor kısacası işini iyi yapıyor tavsiye ederimpiyasada sahtesine sıklıkla rastlanan bir ürün alacaksanız satıcısı mutlaka amazon güvendiğiniz bir firma olsun ben amazondan aldımayrıca 23 nisan vesilesiyle güzel bir notla birlikte kitap hediye eden amazona teşekkür ederim
"3,0",90 lı yıllardan beri bilgisayarlarımı kendim monte eder bakımını kendim yaparım hatta fabrika macununu siler iyilerini kullanırım şimdiye kadar adını vermeyeyim %999 gümüş içeren iletken olmayan macun sıvı metal olan iletken macun dışında işini doğru dürüst yapan bir macun görmedim bu macundan beklentilerim yüksekti önce yorumlara bakarak almış ta memnun kalmamıştım sahtesi var falan dendiğinden herhalde bendeki sahte olmalı deyip amazondan aldım fakat bir fark yok bir sıkıntısı var çözemedim bazen idare eder performans veriyor bazen kötü belki tüpün içinde homojen bir karışım yok bilemedim yüksek performans arayanlara tavsiye etmem düşük performans fiyatı pahalı buluyorum adı andırıyor aldık eski arctic bulsak alsak
"5,0",ürün soğutuyor derseniz geçtiğimiz yıllarda 30tl aldığın ürüne 105tl vermişsindir böyle ürüne  3-4 kat fazla cebinden para çıka çıka cebindeki paranın azalmasıyla şeye karşı oluşan soğukluk hissi soğutuyor derim sistemlerinize 2-3 senede detaylı bir bakım yapılsa iyi olur ben sök-tak uğraştırdığı erteleyip duruyordum masaüstü pcde nispeten kolay bir uygulama oluyor 3-5 vidayla geniş bir cpu yüzeyine ulaşabiliyorsunuz fakat mac yada bir dizüstü pc kapalı dar alanlarda irili ufaklı onlarca vida uğraşıyorsunuz gpu cpu yüzeyleri dar oluyorne zaman kullaniyoruzsistemlerinizin alarm verdiğini bunun çözümünün macun olduğunu şunlardan anlayabilirsiniz;- bilgisayarınızı açtığınızda yada açtıktan hemen sonra fanlar olağandışı devreye girer- fan dönüşleri normal değildir hızlı gürültülüdür- sisteminize göre olması gereken sıcaklık değerinden 15-20 derece ileridesinizdir sıcaklık herkesin kullandığı donanım yazılıma göre değişir boşta yükte tam yükte değerler değişir 35-75 ideal aralıktır- sistem sürekli artan bir sıcaklık yük durumunda hatalar vermeye başlar programdanoyundan atar kilitlenir mavi ekran siyah ekran kendini korumaya alacak ısıyı normale çekecek işlemleri yapar- bilgisayarı dinlendirmek şeklinde tabir edilen olay ısınan işlemcinin diğer parçaların normal ısısına dönmesinin beklenmesidirsisteminizi baştan başlattığınızda belli süre içinde aynı döngü tekrar edecektiri̇şte olaylar başınıza gelmeye başladıysa sorun %90 sisteminizde yeterince hava akışı sağlayamamınızdır mevcut soğutmanın özelliğini kaybetmesidir temizlik bakım vakti gelmiştirne yapiyoruzbu ürünü yada benzer kalitedeki ürünlerden alıyoruz ev kullanıcısına 2gr yeter lütfen ucuza kaçmayın sistem sizin sisteminiz 3000-5000 tllik cpuya 20-30 tllik ürünlerden sürmeyin açıklamadaki görselde örnek değer tablosu markalar var oradan seçim yapabilirsinizeli yatkın olan birine uygulamayı yaptırın yada yapın videolar mevcut masaüstü pcde kolay uygularsınız çevrenizde kimse yoksa macunu bilgisayarınızı bilgisayarcıya servise götürün ücreti karşılığında uygulatın artan ürünü almayı unutmayınfanlarınızı güzelce mümkünse sökerek tozlardan arındırın eliniz değmişken pcinizin içini dışını güzelce temizleyin fan ızgaralarını varsa tozlukları temizlemeyi unutmayın yumuşak uçlu bir diş fırçası kulak çubuğu çoğu yerde imdadınıza yetişir tabi işlemleri yapacaksanız elektrik bağlantısını kesin kendinizi topraklayınorijinallik konusunda tarz ürünler yetkili kendini kanıtlamış satıcıları tercih edinsonuçgelelim sonuçlara unutmayın herkesin sistemi soğutma ekipmanı pc kullanımı farklıdır1-2 sene önce bilgisayar kurdunuz aldınız diyelim yukarıda anlattığım sorunlar yok bakım yapmak istediniz farkı hissetmeyebilirsiniz10-15 senelik bakım görmemiş bilgisayarınıza uygularsanız fark edilir bir değer elde edersinizben şimdilik 1 masaüstü 1 mac 1 laptop olmak üzere 3 farklı sisteme uyguladım bir nevi yaza hazırlık oldusistem yüküne göre 10-25 derecelik farklar mevcut bu harika bir şey 2-3kez uygulama yapacak kadar ürünümde arttıkendinize dikkat edincihazlarınıza iyi bakın
"5,0",ürünün kadar etkili olacağını bilseydim kesinlikle erken alırdım yeni değişmiş olmama rağmen kullandığım ucuz macunda pc açıldıktan 20 dkka sonra işlemci 85 derece olup fanları arttırıyordum programla macunu sürdürten sonra 65 i geçmedi artık konforlu kullanıyorum bi plastik spatula koysalardı keşke maliyeti 10 cent bile değildir bide amazon 1 gün sonra teslim göstermesine rağmen 2 gün sonraya anca gönderebildi i̇stanbul maltepeye pc macbook pro 13th
"5,0",yaklaşık 10 yıldır kullandığım emektar laptopun şarj soketini değiştirdim elim değmişken termal macunu yenileyeyim dedim iyi yapmışım eski macun kurumaya yüz tutmuştu fiyatı yüksek biraz araştırma yaptığımda markanın olumlu bildirimleri dikkatimi çekti azından bilgisayarımın bir 5 sene çalışacağını düşünürsek bir katlanmayacağım maliyet kalitesiz bir ürün alıp bişgisayarın performansından yemeye gerek yok ürün başarılı önce fan çıkışında bariz bir şekilde hissettiğim ısı seviyesi düştü biraz kafa karıştırsada işlemci sıcaklıklarını kontrol ettiğimde 5-7 derecelik bir düşüş oldu gerçekten başarılı ürün tavsiye ederim
"5,0",pasta bir şey 4 gram yahu altın mı buna parayı vermem ben fark edecek fazla diyordum bu yorumu okuyanların yarısı bunu diyordur eminim demeyin arkadaşlar 15 derece kadar fark ediyor cihazın içini iyice temizleyip 3 gün önce sürdüğüm çakma termal macun yerine bunu alıp sürdüm i̇kisinde genel bakım temizlik yeni yapılmıştı yani pisken bunu alıp temizlik yaptım fark etti demiyorum çakma macunla bunun farkı 15 derece diğer şartlar aynı çakma dediğim 35 gramı 30 liraya filan satılan şey bu ürünü alırken benim anladığım kadarıyla önemli orijinalini alabilmek amazon resmi satıcısından aldığım konuda içim rahat gerçekten inanılmaz fark ediyor yük altında 3 dakikada 90 dereceye çıkıp frekans kısan laptop 15 dakikadır testte 78 dereceyi geçmedi frekans kısmadı fanı maksimum hıza bile almadı evet farkı bir laptopta aldım masaüstü sistemde kule tipi işlemci soğutucuyla bence 20 dereceleri geçer fark
"5,0",kutulama ülkemizde sanırım azından bir kargo firmasının normal teslimatında göremeyeceğiniz cinsten bu konuda teşekkürlerimi ifade ediyorum amazon yine kalitesini duruşunu zaman gösterdi gösteriyor ürüne gelirsek kapalı kutu sıfır orijinal ürün performansı bence gayet yeterli boşta 90 dereceleri gören işlemcimiz 50-60 derecelere kadar boşta derken oyun ana menüsünden bahsediyorum düştü oyun esnasında yük altında 717273 dereceyi stok fan geçmiyor yük altında minimum 10 derece önce ifade ettiğim ilgili ekranda 30 derece civarı bir fark oluştu tekrar termal macun alırsam yüksek ihtimalle arctic olacaktır
"5,0",doğrudan amazondan satın aldığım ürün orijinalpiyasa çakma arctic mx-4 dolu başka yerden uygun fiyata aldığım mx-4ün qr kodunu okutunca arctic ürünün orijinal olmadığı uyarısı verdi bunun üzerine ürünü iade edip amazonun kendi stoğundan sattığı ürünü sipariş ettim arctic firması qr kodunu okutunca amazonun sattığı ürünün orijinal olduğunu doğruladı kesinlikle tavsiye ederim
"5,0",ürün 57 tlye düşmüştü 60 tl üzeri 15 tl indirim 45 tl ödedim gönderen satıcı amazoncomtr idiürün orijinal üründür orijinal ürünler ufak dikdörtgen kutularda geliyororijinal ürünler için amazoncomtr teknobiyotik distribütör firma satıcılarından alınızbana zarfın içerisinde geldi kutusu biraz hasar görmüştü üründe herhangi bir sıkıntı yoktu
"5,0",ürün siparişin ertesi günü geldiaz önce acer nitro 5 an515-54 cihazıma sürdüm sürmeden hemen önce shaders minecraft denediğimde 10 saniyede 92 dereceye çıkan işlemci sürdükten sonra 20 dakika oynamanın ardından nitrosense programında 75-85 coretemp programında 65-75 arasında seyretti ekran kartı nitrosense programında 60 derece civarlarındaydı boşta işlemci 40-45 arasında seyrediyorbunlar herhangi bir macundan alınabilecek değerler mi bilmiyorum işimi garantiye almak istediğim fiyat-kalite ürününü tercih ettim
